flight_id,airline,origin,destination,departure_delay,arrival_delay,distance,date
1052,IndiGo,Delhi,Ahmedabad,3,10,1993,2023-11-20
1053,IndiGo,Pune,Ahmedabad,0,10,870,2023-04-03
1054,IndiGo,Mumbai,Ahmedabad,2,7,1509,2023-06-21
1055,IndiGo,Chennai,Ahmedabad,7,12,1539,2023-02-02
1056,IndiGo,Delhi,Mumbai,5,6,1319,2023-05-11
1057,IndiGo,Bangalore,Delhi,10,7,1150,2023-02-13
1058,IndiGo,Hyderabad,Mumbai,15,15,1422,2023-02-05
1059,IndiGo,Bangalore,Ahmedabad,8,6,1453,2023-07-08
1060,IndiGo,Ahmedabad,Delhi,-5,-5,1113,2023-04-02
1061,IndiGo,Kolkata,Pune,29,34,1507,2023-12-10
1062,IndiGo,Pune,Hyderabad,9,9,1533,2023-12-14
1063,IndiGo,Pune,Chennai,10,14,1952,2023-09-20
1064,IndiGo,Mumbai,Bangalore,0,7,1206,2023-11-25
1065,IndiGo,Bangalore,Kolkata,15,20,1836,2023-11-10
1066,IndiGo,Mumbai,Chennai,13,15,684,2023-03-06
1067,IndiGo,Hyderabad,Kolkata,15,19,626,2023-05-16
1068,IndiGo,Hyderabad,Bangalore,7,7,1793,2023-11-23
1069,IndiGo,Hyderabad,Bangalore,10,19,1188,2023-04-26
1070,IndiGo,Hyderabad,Bangalore,0,-5,1611,2023-03-08
1071,IndiGo,Hyderabad,Delhi,11,13,568,2023-12-31
1072,IndiGo,Kolkata,Ahmedabad,11,14,1520,2023-01-11
1073,IndiGo,Ahmedabad,Mumbai,8,17,1138,2023-09-02
1074,IndiGo,Pune,Hyderabad,-2,-4,863,2023-09-04
1075,IndiGo,Kolkata,Mumbai,9,3,1101,2023-02-04
1076,IndiGo,Chennai,Mumbai,8,18,1589,2023-08-17
1077,IndiGo,Kolkata,Mumbai,10,13,930,2023-01-15
1078,IndiGo,Chennai,Ahmedabad,0,-1,1141,2023-07-16
1079,IndiGo,Mumbai,Delhi,6,6,655,2023-09-07
1080,IndiGo,Ahmedabad,Delhi,20,24,769,2023-04-22
1081,IndiGo,Mumbai,Kolkata,1,4,1988,2023-03-27
1082,IndiGo,Hyderabad,Mumbai,13,20,1347,2023-09-05
1083,IndiGo,Pune,Mumbai,22,19,1927,2023-02-07
1084,IndiGo,Mumbai,Pune,3,-1,1261,2023-02-14
1085,IndiGo,Pune,Mumbai,8,12,423,2023-10-22
1086,IndiGo,Bangalore,Pune,17,18,915,2023-12-30
1087,IndiGo,Chennai,Kolkata,7,9,1163,2023-04-18
1088,IndiGo,Delhi,Mumbai,3,15,726,2023-03-23
1089,IndiGo,Mumbai,Kolkata,-2,0,1716,2023-12-12
1090,IndiGo,Delhi,Kolkata,26,28,1880,2023-06-29
1091,IndiGo,Hyderabad,Mumbai,8,8,1586,2023-07-14
1092,IndiGo,Pune,Mumbai,8,16,808,2023-09-20
1093,IndiGo,Chennai,Delhi,-5,2,1896,2023-02-22
1094,IndiGo,Delhi,Hyderabad,-1,-1,1570,2023-12-24
1095,IndiGo,Hyderabad,Kolkata,6,10,492,2023-10-04
1096,IndiGo,Delhi,Hyderabad,-2,2,1507,2023-08-20
1097,IndiGo,Mumbai,Hyderabad,26,22,1917,2023-01-21
1098,IndiGo,Hyderabad,Chennai,11,10,1580,2023-01-03
1099,IndiGo,Delhi,Chennai,13,15,1399,2023-03-15
1100,IndiGo,Chennai,Bangalore,4,8,1016,2023-02-18
1101,IndiGo,Delhi,Kolkata,24,25,500,2023-10-21
1102,IndiGo,Kolkata,Pune,15,11,1733,2023-11-27
1103,IndiGo,Hyderabad,Ahmedabad,2,6,971,2023-07-07
1104,IndiGo,Ahmedabad,Chennai,21,24,1236,2023-02-15
1105,IndiGo,Mumbai,Bangalore,7,8,1424,2023-11-11
1106,IndiGo,Delhi,Mumbai,0,5,1373,2023-02-22
1107,IndiGo,Hyderabad,Ahmedabad,17,17,1846,2023-11-09
1108,IndiGo,Ahmedabad,Mumbai,6,9,1551,2023-03-20
1109,IndiGo,Mumbai,Pune,6,7,725,2023-01-10
1110,IndiGo,Mumbai,Bangalore,26,26,725,2023-04-10
1111,IndiGo,Mumbai,Pune,7,6,411,2023-02-19
1112,IndiGo,Pune,Bangalore,15,16,1033,2023-06-21
1113,IndiGo,Bangalore,Mumbai,4,12,1589,2023-05-08
1114,IndiGo,Mumbai,Kolkata,21,20,1267,2023-09-11
1115,IndiGo,Pune,Chennai,-4,3,605,2023-03-03
1116,IndiGo,Ahmedabad,Pune,4,9,1659,2023-05-28
1117,IndiGo,Bangalore,Ahmedabad,-5,1,1858,2023-05-24
1118,IndiGo,Pune,Ahmedabad,0,5,1881,2023-05-28
1119,IndiGo,Mumbai,Chennai,10,8,1847,2023-10-06
1120,IndiGo,Kolkata,Bangalore,6,11,1991,2023-08-02
1121,IndiGo,Bangalore,Hyderabad,10,14,679,2023-04-23
1122,IndiGo,Ahmedabad,Hyderabad,25,20,1313,2023-01-02
1123,IndiGo,Pune,Delhi,22,24,543,2023-12-09
1124,IndiGo,Kolkata,Delhi,2,-2,1081,2023-11-22
1125,IndiGo,Bangalore,Chennai,8,14,934,2023-10-02
1126,IndiGo,Delhi,Mumbai,8,17,1407,2023-08-25
1127,IndiGo,Ahmedabad,Mumbai,-1,0,1780,2023-06-12
1128,IndiGo,Ahmedabad,Kolkata,0,3,409,2023-08-29
1129,IndiGo,Delhi,Pune,17,17,526,2023-11-29
1130,IndiGo,Chennai,Bangalore,-5,-5,734,2023-04-30
1131,IndiGo,Mumbai,Chennai,13,17,1973,2023-06-12
1132,IndiGo,Bangalore,Delhi,19,16,623,2023-07-11
1133,IndiGo,Mumbai,Delhi,15,22,1078,2023-01-13
1134,IndiGo,Ahmedabad,Chennai,-4,-1,506,2023-07-23
1135,IndiGo,Pune,Kolkata,5,6,1508,2023-03-12
1136,IndiGo,Ahmedabad,Delhi,12,12,949,2023-04-22
1137,IndiGo,Bangalore,Delhi,4,6,1351,2023-09-23
1138,IndiGo,Delhi,Ahmedabad,1,-2,437,2023-05-04
1139,IndiGo,Kolkata,Delhi,15,12,1784,2023-06-08
1140,IndiGo,Chennai,Bangalore,15,19,1091,2023-11-05
1141,IndiGo,Hyderabad,Ahmedabad,-3,-4,824,2023-01-25
1142,IndiGo,Delhi,Hyderabad,19,17,677,2023-09-19
1143,IndiGo,Bangalore,Ahmedabad,6,10,987,2023-11-02
1144,IndiGo,Mumbai,Kolkata,16,16,453,2023-08-13
1145,IndiGo,Ahmedabad,Delhi,5,14,1715,2023-08-03
1146,IndiGo,Pune,Chennai,23,29,1377,2023-03-29
1147,IndiGo,Bangalore,Delhi,10,8,836,2023-09-26
1148,IndiGo,Mumbai,Ahmedabad,3,7,809,2023-08-31
1149,IndiGo,Hyderabad,Ahmedabad,13,22,1379,2023-08-30
1150,IndiGo,Ahmedabad,Pune,15,10,1256,2023-12-13
1151,IndiGo,Pune,Delhi,18,16,1074,2023-08-04
1152,IndiGo,Ahmedabad,Pune,6,9,1278,2023-04-04
1153,IndiGo,Kolkata,Delhi,25,42,1980,2023-12-09
1154,IndiGo,Mumbai,Hyderabad,14,15,1832,2023-06-26
1155,IndiGo,Ahmedabad,Chennai,14,20,577,2023-07-23
1156,IndiGo,Delhi,Mumbai,7,17,1313,2023-05-12
1157,IndiGo,Chennai,Ahmedabad,11,15,551,2023-11-17
1158,IndiGo,Pune,Kolkata,15,19,484,2023-10-19
1159,IndiGo,Hyderabad,Delhi,16,15,1278,2023-03-11
1160,IndiGo,Mumbai,Hyderabad,5,2,1349,2023-04-14
1161,IndiGo,Bangalore,Ahmedabad,13,18,572,2023-07-13
1162,IndiGo,Pune,Bangalore,13,23,1111,2023-11-03
1163,IndiGo,Pune,Hyderabad,9,14,881,2023-12-13
1164,IndiGo,Hyderabad,Mumbai,1,1,1220,2023-07-24
1165,IndiGo,Delhi,Bangalore,15,21,1450,2023-04-07
1166,IndiGo,Kolkata,Delhi,7,8,1389,2023-03-25
1167,IndiGo,Mumbai,Chennai,-2,-2,1343,2023-10-21
1168,IndiGo,Chennai,Kolkata,17,21,1428,2023-10-22
1169,IndiGo,Ahmedabad,Bangalore,14,16,907,2023-09-17
1170,IndiGo,Bangalore,Delhi,10,9,900,2023-03-11
1171,IndiGo,Mumbai,Pune,15,19,1090,2023-07-30
1172,IndiGo,Kolkata,Bangalore,13,13,769,2023-04-28
1173,IndiGo,Kolkata,Ahmedabad,-5,0,1144,2023-12-06
1174,IndiGo,Pune,Delhi,6,4,785,2023-07-01
1175,IndiGo,Kolkata,Ahmedabad,15,15,1188,2023-11-15
1176,IndiGo,Bangalore,Ahmedabad,18,23,774,2023-01-19
1177,IndiGo,Chennai,Bangalore,15,11,1776,2023-05-14
1178,IndiGo,Ahmedabad,Kolkata,19,22,1153,2023-08-20
1179,IndiGo,Ahmedabad,Mumbai,7,9,645,2023-11-25
1180,IndiGo,Delhi,Mumbai,-4,0,491,2023-10-18
1181,IndiGo,Pune,Hyderabad,1,-3,1918,2023-12-26
1182,IndiGo,Bangalore,Delhi,-2,5,1451,2023-01-16
1183,IndiGo,Chennai,Hyderabad,4,13,822,2023-12-06
1184,IndiGo,Kolkata,Chennai,5,-1,804,2023-08-20
1185,IndiGo,Delhi,Hyderabad,1,9,911,2023-11-03
1186,IndiGo,Kolkata,Chennai,8,8,1352,2023-12-13
1187,IndiGo,Hyderabad,Bangalore,11,15,1980,2023-01-02
1188,IndiGo,Chennai,Delhi,18,27,1918,2023-09-08
1189,IndiGo,Kolkata,Hyderabad,7,3,1340,2023-07-02
1190,IndiGo,Bangalore,Pune,6,9,1131,2023-12-28
1191,IndiGo,Kolkata,Bangalore,2,0,506,2023-10-17
1192,IndiGo,Delhi,Bangalore,12,13,496,2023-01-04
1193,IndiGo,Delhi,Chennai,10,9,1822,2023-04-02
1194,IndiGo,Hyderabad,Bangalore,8,6,1266,2023-08-30
1195,IndiGo,Pune,Hyderabad,17,24,1627,2023-02-16
1196,IndiGo,Mumbai,Kolkata,-4,-5,909,2023-11-27
1197,IndiGo,Hyderabad,Bangalore,-1,-2,423,2023-03-15
1198,IndiGo,Kolkata,Ahmedabad,9,4,1950,2023-09-20
1199,IndiGo,Pune,Chennai,2,-1,1239,2023-05-26
1200,IndiGo,Chennai,Mumbai,11,13,1025,2023-04-11
1201,IndiGo,Delhi,Ahmedabad,4,6,458,2023-08-31
1202,IndiGo,Delhi,Chennai,5,5,672,2023-02-08
1203,IndiGo,Pune,Chennai,23,31,956,2023-09-18
1204,IndiGo,Ahmedabad,Chennai,0,6,1687,2023-02-11
1205,IndiGo,Hyderabad,Chennai,16,13,1790,2023-06-03
1206,IndiGo,Bangalore,Kolkata,16,25,691,2023-08-26
1207,IndiGo,Bangalore,Hyderabad,1,-1,1049,2023-03-22
1208,IndiGo,Pune,Chennai,18,21,708,2023-05-11
1209,IndiGo,Mumbai,Delhi,14,17,605,2023-06-26
1210,IndiGo,Delhi,Hyderabad,13,9,1443,2023-11-16
1211,IndiGo,Pune,Delhi,18,25,865,2023-04-24
1212,IndiGo,Pune,Chennai,8,9,1585,2023-12-23
1213,IndiGo,Chennai,Ahmedabad,-2,2,1484,2023-03-25
1214,IndiGo,Delhi,Mumbai,14,15,597,2023-04-25
1215,IndiGo,Chennai,Hyderabad,18,18,999,2023-05-14
1216,IndiGo,Kolkata,Ahmedabad,14,11,1882,2023-09-17
1217,IndiGo,Chennai,Kolkata,9,10,858,2023-09-19
1218,IndiGo,Hyderabad,Chennai,11,11,777,2023-03-08
1219,IndiGo,Chennai,Bangalore,8,14,547,2023-03-30
1220,IndiGo,Bangalore,Mumbai,6,0,554,2023-08-26
1221,IndiGo,Chennai,Delhi,23,31,1044,2023-12-02
1222,IndiGo,Pune,Hyderabad,0,5,1260,2023-05-04
1223,IndiGo,Chennai,Kolkata,5,8,1388,2023-11-18
1224,IndiGo,Hyderabad,Kolkata,12,12,1866,2023-04-08
1225,IndiGo,Hyderabad,Delhi,3,2,1098,2023-05-01
1226,IndiGo,Hyderabad,Pune,2,0,1127,2023-01-15
1227,IndiGo,Delhi,Bangalore,9,8,1850,2023-06-14
1228,IndiGo,Mumbai,Ahmedabad,15,24,909,2023-02-12
1229,IndiGo,Hyderabad,Bangalore,5,8,869,2023-11-17
1230,IndiGo,Kolkata,Delhi,13,17,1753,2023-07-01
1231,IndiGo,Pune,Ahmedabad,10,15,652,2023-03-25
1232,IndiGo,Bangalore,Chennai,13,9,1123,2023-05-30
1233,IndiGo,Chennai,Bangalore,16,22,1105,2023-07-08
1234,IndiGo,Pune,Hyderabad,3,5,724,2023-10-21
1235,IndiGo,Bangalore,Kolkata,15,15,944,2023-11-19
1236,IndiGo,Kolkata,Bangalore,18,31,1145,2023-06-21
1237,IndiGo,Ahmedabad,Delhi,3,-1,1164,2023-08-08
1238,IndiGo,Chennai,Hyderabad,12,17,407,2023-01-26
1239,IndiGo,Chennai,Delhi,8,17,694,2023-12-27
1240,IndiGo,Hyderabad,Pune,0,5,789,2023-12-15
1241,IndiGo,Ahmedabad,Bangalore,5,15,1526,2023-08-01
1242,IndiGo,Pune,Hyderabad,25,24,1193,2023-01-24
1243,IndiGo,Hyderabad,Bangalore,5,11,1589,2023-08-01
1244,IndiGo,Kolkata,Delhi,6,7,508,2023-11-15
1245,IndiGo,Chennai,Pune,10,3,1287,2023-10-21
1246,IndiGo,Hyderabad,Chennai,9,8,459,2023-10-24
1247,IndiGo,Hyderabad,Mumbai,6,15,1457,2023-12-12
1248,IndiGo,Pune,Mumbai,0,6,1541,2023-09-20
1249,IndiGo,Ahmedabad,Delhi,7,7,829,2023-07-02
1250,IndiGo,Hyderabad,Mumbai,16,19,482,2023-12-05
1251,IndiGo,Hyderabad,Delhi,14,20,1046,2023-04-01
1252,IndiGo,Pune,Bangalore,7,6,1069,2023-05-26
1253,IndiGo,Hyderabad,Bangalore,1,-1,1366,2023-01-23
1254,IndiGo,Hyderabad,Bangalore,33,41,614,2023-10-27
1255,IndiGo,Mumbai,Ahmedabad,0,-4,679,2023-01-02
1256,IndiGo,Chennai,Pune,13,17,1030,2023-05-28
1257,IndiGo,Ahmedabad,Hyderabad,14,14,878,2023-07-12
1258,IndiGo,Bangalore,Delhi,8,11,1503,2023-08-02
1259,IndiGo,Pune,Hyderabad,10,1,910,2023-09-30
1260,IndiGo,Delhi,Pune,8,6,1213,2023-05-07
1261,IndiGo,Delhi,Mumbai,11,27,515,2023-10-04
1262,IndiGo,Pune,Ahmedabad,12,12,1222,2023-02-19
1263,IndiGo,Chennai,Mumbai,17,21,534,2023-04-22
1264,IndiGo,Mumbai,Pune,13,18,671,2023-03-23
1265,IndiGo,Kolkata,Bangalore,26,23,706,2023-08-28
1266,IndiGo,Mumbai,Pune,13,11,917,2023-08-28
1267,IndiGo,Mumbai,Pune,14,12,1654,2023-05-21
1268,IndiGo,Ahmedabad,Mumbai,6,6,643,2023-01-10
1269,IndiGo,Mumbai,Pune,17,23,1313,2023-03-24
1270,IndiGo,Kolkata,Mumbai,0,2,1809,2023-05-23
1271,IndiGo,Delhi,Chennai,4,0,1566,2023-01-01
1272,IndiGo,Hyderabad,Kolkata,8,8,1389,2023-02-24
1273,IndiGo,Mumbai,Chennai,29,33,1120,2023-01-14
1274,IndiGo,Bangalore,Ahmedabad,-1,-1,1591,2023-12-21
1275,IndiGo,Bangalore,Ahmedabad,18,30,1101,2023-01-18
1276,IndiGo,Chennai,Kolkata,-2,-5,1020,2023-12-04
1277,IndiGo,Delhi,Ahmedabad,24,27,1714,2023-07-08
1278,IndiGo,Hyderabad,Mumbai,3,7,1871,2023-02-18
1279,IndiGo,Hyderabad,Delhi,-5,-5,987,2023-02-23
1280,IndiGo,Bangalore,Kolkata,12,18,956,2023-03-14
1281,IndiGo,Kolkata,Hyderabad,1,3,1765,2023-07-20
1282,IndiGo,Mumbai,Pune,2,5,927,2023-10-11
1283,IndiGo,Kolkata,Pune,2,2,1500,2023-06-21
1284,IndiGo,Kolkata,Delhi,2,7,563,2023-08-23
1285,IndiGo,Ahmedabad,Delhi,16,16,1030,2023-03-29
1286,IndiGo,Kolkata,Ahmedabad,10,5,1868,2023-06-03
1287,IndiGo,Kolkata,Ahmedabad,7,8,995,2023-06-18
1288,IndiGo,Bangalore,Ahmedabad,30,27,1635,2023-07-26
1289,IndiGo,Chennai,Ahmedabad,21,27,825,2023-09-30
1290,IndiGo,Chennai,Bangalore,12,22,1451,2023-08-26
1291,IndiGo,Kolkata,Chennai,12,15,1568,2023-02-13
1292,IndiGo,Delhi,Pune,9,17,1324,2023-07-13
1293,IndiGo,Hyderabad,Delhi,18,17,917,2023-03-26
1294,IndiGo,Mumbai,Chennai,0,0,723,2023-07-23
1295,IndiGo,Kolkata,Mumbai,3,4,1852,2023-06-28
1296,IndiGo,Kolkata,Chennai,19,19,835,2023-09-23
1297,IndiGo,Mumbai,Pune,9,11,844,2023-05-20
1298,IndiGo,Ahmedabad,Kolkata,16,7,553,2023-03-05
1299,IndiGo,Mumbai,Ahmedabad,5,8,1034,2023-07-29
1300,IndiGo,Bangalore,Hyderabad,19,19,1146,2023-12-14
1301,IndiGo,Bangalore,Kolkata,-5,0,662,2023-11-11
1302,IndiGo,Pune,Mumbai,4,1,631,2023-03-18
1303,IndiGo,Ahmedabad,Chennai,5,6,1591,2023-04-28
1304,IndiGo,Hyderabad,Pune,5,-4,1429,2023-08-28
1305,IndiGo,Chennai,Pune,17,25,1395,2023-11-06
1306,IndiGo,Hyderabad,Kolkata,15,12,1215,2023-09-18
1307,IndiGo,Ahmedabad,Chennai,8,9,1266,2023-02-09
1308,IndiGo,Bangalore,Pune,14,19,1278,2023-08-29
1309,IndiGo,Delhi,Hyderabad,4,6,633,2023-09-23
1310,IndiGo,Mumbai,Kolkata,13,22,725,2023-08-23
1311,IndiGo,Delhi,Ahmedabad,15,20,1252,2023-07-28
1312,IndiGo,Kolkata,Pune,10,19,1027,2023-09-27
1313,IndiGo,Mumbai,Delhi,13,11,587,2023-03-18
1314,IndiGo,Bangalore,Pune,21,26,1059,2023-07-20
1315,IndiGo,Mumbai,Kolkata,6,6,771,2023-01-20
1316,IndiGo,Chennai,Hyderabad,12,16,1018,2023-04-27
1317,IndiGo,Ahmedabad,Chennai,11,14,508,2023-04-02
1318,IndiGo,Hyderabad,Ahmedabad,23,30,1760,2023-12-13
1319,IndiGo,Pune,Hyderabad,11,17,498,2023-04-09
1320,IndiGo,Chennai,Bangalore,1,4,496,2023-09-12
1321,IndiGo,Pune,Chennai,24,24,1189,2023-10-29
1322,IndiGo,Pune,Ahmedabad,3,2,1072,2023-02-19
1323,IndiGo,Mumbai,Kolkata,1,0,770,2023-07-21
1324,IndiGo,Mumbai,Chennai,7,2,468,2023-06-18
1325,IndiGo,Pune,Kolkata,10,16,1148,2023-06-10
1326,IndiGo,Chennai,Bangalore,2,11,1924,2023-12-18
1327,IndiGo,Hyderabad,Ahmedabad,14,21,1093,2023-09-29
1328,IndiGo,Chennai,Ahmedabad,4,10,1009,2023-01-19
1329,IndiGo,Hyderabad,Chennai,1,7,1548,2023-04-15
1330,IndiGo,Mumbai,Hyderabad,11,15,1283,2023-12-04
1331,IndiGo,Chennai,Pune,0,-2,1605,2023-11-24
1332,IndiGo,Mumbai,Chennai,14,12,789,2023-08-09
1333,IndiGo,Ahmedabad,Pune,13,9,1272,2023-03-18
1334,IndiGo,Mumbai,Hyderabad,16,12,1106,2023-06-26
1335,IndiGo,Pune,Kolkata,14,19,624,2023-08-25
1336,IndiGo,Ahmedabad,Kolkata,4,8,944,2023-08-20
1337,IndiGo,Delhi,Bangalore,12,12,942,2023-06-17
1338,IndiGo,Pune,Kolkata,1,-5,457,2023-07-02
1339,IndiGo,Mumbai,Ahmedabad,12,7,433,2023-02-07
1340,IndiGo,Ahmedabad,Pune,10,10,1946,2023-01-17
1341,IndiGo,Pune,Delhi,15,15,1324,2023-12-08
1342,IndiGo,Chennai,Hyderabad,7,12,1837,2023-05-29
1343,IndiGo,Mumbai,Delhi,12,15,1756,2023-08-17
1344,IndiGo,Kolkata,Hyderabad,13,8,1765,2023-01-06
1345,IndiGo,Bangalore,Mumbai,16,21,1096,2023-10-12
1346,IndiGo,Chennai,Delhi,1,1,1926,2023-01-13
1347,IndiGo,Bangalore,Delhi,9,10,1070,2023-09-03
1348,IndiGo,Delhi,Kolkata,12,21,1679,2023-08-06
1349,IndiGo,Delhi,Hyderabad,18,14,900,2023-08-12
1350,IndiGo,Mumbai,Hyderabad,14,22,464,2023-04-14
1351,IndiGo,Pune,Chennai,13,20,1845,2023-12-29
1352,IndiGo,Kolkata,Hyderabad,26,33,1549,2023-05-15
1353,IndiGo,Pune,Ahmedabad,11,18,1216,2023-12-12
1354,IndiGo,Hyderabad,Mumbai,11,13,1604,2023-03-11
1355,IndiGo,Delhi,Mumbai,7,16,749,2023-12-11
1356,IndiGo,Bangalore,Mumbai,3,12,1250,2023-02-19
1357,IndiGo,Chennai,Delhi,13,9,1685,2023-03-31
1358,IndiGo,Chennai,Pune,12,4,1603,2023-11-28
1359,IndiGo,Hyderabad,Kolkata,15,21,811,2023-02-19
1360,IndiGo,Kolkata,Bangalore,5,7,1348,2023-12-21
1361,IndiGo,Hyderabad,Chennai,25,25,1826,2023-03-15
1362,IndiGo,Kolkata,Hyderabad,1,10,988,2023-03-22
1363,IndiGo,Hyderabad,Bangalore,25,27,1063,2023-08-31
1364,IndiGo,Mumbai,Pune,18,26,1557,2023-03-25
1365,IndiGo,Chennai,Mumbai,4,4,1934,2023-05-28
1366,IndiGo,Hyderabad,Kolkata,19,29,1175,2023-01-16
1367,IndiGo,Mumbai,Chennai,14,12,1680,2023-05-19
1368,IndiGo,Pune,Hyderabad,25,25,1906,2023-05-16
1369,IndiGo,Pune,Ahmedabad,7,10,1449,2023-05-17
1370,IndiGo,Chennai,Hyderabad,22,28,1626,2023-01-07
1371,IndiGo,Delhi,Ahmedabad,13,17,1649,2023-06-02
1372,IndiGo,Kolkata,Pune,10,14,1223,2023-03-07
1373,IndiGo,Delhi,Chennai,-5,-5,1175,2023-08-25
1374,IndiGo,Ahmedabad,Bangalore,11,8,530,2023-06-04
1375,IndiGo,Chennai,Mumbai,13,13,1634,2023-07-15
1376,IndiGo,Pune,Chennai,24,33,1197,2023-11-10
1377,IndiGo,Kolkata,Chennai,6,7,1433,2023-09-22
1378,IndiGo,Bangalore,Kolkata,9,9,457,2023-07-16
1379,IndiGo,Bangalore,Pune,11,10,774,2023-01-17
1380,IndiGo,Bangalore,Chennai,0,5,518,2023-05-20
1381,IndiGo,Chennai,Delhi,15,13,941,2023-06-02
1382,IndiGo,Mumbai,Kolkata,17,16,861,2023-04-13
1383,IndiGo,Mumbai,Kolkata,12,18,1173,2023-07-31
1384,IndiGo,Mumbai,Ahmedabad,9,13,1951,2023-02-25
1385,IndiGo,Mumbai,Chennai,5,6,1182,2023-12-27
1386,IndiGo,Pune,Delhi,8,7,730,2023-08-02
1387,IndiGo,Delhi,Pune,8,3,829,2023-04-16
1388,IndiGo,Bangalore,Hyderabad,6,6,1147,2023-05-09
1389,IndiGo,Kolkata,Chennai,7,7,915,2023-10-22
1390,IndiGo,Pune,Ahmedabad,9,13,1586,2023-03-04
1391,IndiGo,Pune,Ahmedabad,16,15,640,2023-12-29
1392,IndiGo,Kolkata,Hyderabad,0,-3,1554,2023-03-20
1393,IndiGo,Kolkata,Ahmedabad,6,6,1573,2023-05-24
1394,IndiGo,Chennai,Kolkata,3,-1,1316,2023-12-17
1395,IndiGo,Mumbai,Pune,6,8,1416,2023-08-09
1396,IndiGo,Chennai,Delhi,14,14,660,2023-03-21
1397,IndiGo,Bangalore,Hyderabad,6,4,1017,2023-06-28
1398,IndiGo,Hyderabad,Kolkata,9,7,886,2023-08-18
1399,IndiGo,Pune,Mumbai,14,8,1948,2023-01-24
1400,IndiGo,Ahmedabad,Mumbai,7,10,1493,2023-12-26
1401,IndiGo,Ahmedabad,Kolkata,11,26,1324,2023-10-08
1402,IndiGo,Mumbai,Ahmedabad,12,9,1581,2023-12-13
1403,IndiGo,Pune,Chennai,9,3,1857,2023-07-30
1404,IndiGo,Mumbai,Pune,9,7,656,2023-10-22
1405,IndiGo,Mumbai,Pune,17,17,713,2023-09-08
1406,IndiGo,Mumbai,Pune,9,8,927,2023-01-23
1407,IndiGo,Hyderabad,Ahmedabad,23,23,1923,2023-06-19
1408,IndiGo,Kolkata,Hyderabad,24,30,890,2023-10-06
1409,IndiGo,Mumbai,Hyderabad,13,16,1484,2023-11-18
1410,IndiGo,Delhi,Hyderabad,13,6,1214,2023-02-08
1411,IndiGo,Kolkata,Chennai,7,13,1212,2023-01-27
1412,IndiGo,Kolkata,Bangalore,9,4,710,2023-01-01
1413,IndiGo,Delhi,Hyderabad,9,19,634,2023-10-14
1414,IndiGo,Ahmedabad,Delhi,19,20,1243,2023-04-19
1415,IndiGo,Delhi,Mumbai,17,17,610,2023-05-18
1416,IndiGo,Pune,Ahmedabad,-3,-5,454,2023-05-14
1417,IndiGo,Ahmedabad,Mumbai,22,22,404,2023-11-15
1418,IndiGo,Bangalore,Delhi,8,8,528,2023-01-15
1419,IndiGo,Kolkata,Chennai,25,35,1426,2023-04-01
1420,IndiGo,Hyderabad,Delhi,27,28,930,2023-02-25
1421,IndiGo,Kolkata,Bangalore,12,7,1121,2023-07-23
1422,IndiGo,Ahmedabad,Chennai,21,18,472,2023-08-24
1423,IndiGo,Chennai,Mumbai,11,8,776,2023-04-20
1424,IndiGo,Delhi,Chennai,5,3,614,2023-11-22
1425,IndiGo,Delhi,Mumbai,5,5,1408,2023-10-08
1426,IndiGo,Kolkata,Bangalore,5,11,1137,2023-02-19
1427,IndiGo,Delhi,Bangalore,1,4,897,2023-05-29
1428,IndiGo,Ahmedabad,Bangalore,19,19,532,2023-03-05
1429,IndiGo,Hyderabad,Kolkata,4,4,1110,2023-02-18
1430,IndiGo,Mumbai,Kolkata,19,21,1351,2023-08-17
1431,IndiGo,Mumbai,Ahmedabad,5,9,488,2023-07-11
1432,IndiGo,Kolkata,Hyderabad,1,6,1769,2023-03-26
1433,IndiGo,Mumbai,Pune,13,13,810,2023-11-07
1434,IndiGo,Chennai,Mumbai,3,1,1672,2023-05-12
1435,IndiGo,Pune,Ahmedabad,14,22,1470,2023-01-16
1436,IndiGo,Chennai,Kolkata,4,8,1506,2023-03-12
1437,IndiGo,Pune,Kolkata,-5,-5,1480,2023-12-20
1438,IndiGo,Kolkata,Mumbai,9,7,631,2023-04-05
1439,IndiGo,Pune,Delhi,2,1,1138,2023-02-11
1440,IndiGo,Pune,Bangalore,12,13,982,2023-02-27
1441,IndiGo,Kolkata,Bangalore,-5,-5,1206,2023-09-03
1442,IndiGo,Hyderabad,Bangalore,5,9,1177,2023-12-27
1443,IndiGo,Chennai,Kolkata,-5,-5,1159,2023-03-25
1444,IndiGo,Ahmedabad,Bangalore,5,13,1491,2023-12-14
1445,IndiGo,Hyderabad,Mumbai,6,9,1086,2023-06-18
1446,IndiGo,Pune,Delhi,11,3,1255,2023-10-05
1447,IndiGo,Pune,Bangalore,16,19,1655,2023-06-22
1448,IndiGo,Bangalore,Mumbai,14,35,1036,2023-07-24
1449,IndiGo,Delhi,Bangalore,-5,4,578,2023-08-28
1450,IndiGo,Mumbai,Delhi,7,10,1658,2023-11-04
1451,IndiGo,Hyderabad,Kolkata,9,9,659,2023-07-11
1452,IndiGo,Mumbai,Ahmedabad,5,8,1115,2023-01-06
1453,IndiGo,Chennai,Bangalore,-2,3,1161,2023-07-27
1454,IndiGo,Chennai,Hyderabad,6,3,1749,2023-03-12
1455,IndiGo,Mumbai,Bangalore,6,14,1475,2023-02-04
